,A Room with a View.txt,A Doll's House.txt,A Christmas Carol in Prose Being a Ghost Story of Christmas.txt,A Modest Proposal.txt,A Short History of English Agriculture.txt,A Smaller History of Rome.txt
restoration,0,0,0,0,1,1
restoration.,0,0,0,0,0,1
restoration—is,1,0,0,0,0,0
restore,0,0,0,0,1,1
"restore,",0,0,0,0,0,1
restored,0,0,1,0,1,1
"restored,",0,0,0,0,0,1
restored.,1,0,0,0,0,0
restored.[78]],0,0,0,0,0,1
restored.],0,0,0,0,0,1
restores,0,0,0,0,0,1
restoring,0,0,0,0,0,1
restrain,0,0,0,0,1,1
restrained,0,0,0,0,0,1
restraining,0,0,0,0,0,1
restraint,0,1,0,0,0,0
restraint.,1,0,0,0,0,1
restraint:,1,0,0,0,0,0
restraints,0,0,0,0,1,0
restrict,0,0,0,0,0,1
restricted,0,1,0,0,1,0
"restricted,",0,0,0,0,1,0
restriction,1,0,0,0,1,0
restrictions,1,1,1,1,1,1
restrictions.,0,0,0,0,1,0
restrictive,0,0,0,0,1,0
rests,1,1,0,0,1,1
"rests,",0,0,0,0,0,1
result,1,0,1,0,1,1
"result,",1,1,0,0,1,1
result.,1,1,0,0,0,0
result;,0,0,0,0,0,1
result?,0,1,0,0,0,0
resulted,0,0,0,0,1,0
results,0,0,0,0,1,1
"results,",0,0,0,0,1,0
results.,0,0,0,0,1,1
results.[697],0,0,0,0,1,0
results:,0,0,0,0,0,1
resume,0,0,0,0,1,0
resumed,1,0,1,0,1,1
"resumed,",0,0,1,0,0,0
resumed.,0,0,1,0,0,0
resuscitated,0,0,0,0,1,0
resuscitated.,0,0,0,0,1,0
retail,0,0,0,0,1,0
"retail,",0,0,0,0,1,0
retain,0,0,0,0,1,1
retained,0,0,0,0,1,1
"retained,",0,0,0,0,1,0
retained;,0,0,0,0,1,0
retainers,0,0,0,0,1,0
"retainers,",0,0,0,0,1,0
retaining,0,0,0,0,0,1
retaken,0,0,0,0,0,1
retaliated,0,0,0,0,0,1
retaliation,0,0,0,0,0,1
retentive,0,0,1,0,0,0
reticence.,1,0,0,0,0,0
reticent,1,0,0,0,0,0
"reticent,",1,0,0,0,0,0
reticules,1,0,0,0,0,0
"retinue,",0,0,0,0,0,1
retire,1,0,1,0,1,1
"retire,",0,0,1,0,0,0
retire.,0,0,0,0,0,1
retired,1,0,1,0,1,1
retired.,1,0,0,0,0,0
retirement,0,0,0,0,1,1
"retirement,",0,0,0,0,0,1
retirement.,0,0,1,0,0,0
retires,0,0,0,0,0,1
retiring,0,1,0,0,1,1
retort;,1,0,0,0,0,0
retorted,1,0,1,0,1,0
"retorted,",1,0,0,0,0,0
retorted.,1,0,1,0,0,0
retraced,0,0,0,0,0,1
retreat,0,0,0,0,0,1
"retreat,",0,0,0,0,0,1
retreat.,1,0,0,0,0,1
retreat;,0,0,0,0,0,1
retreated,0,0,0,0,0,1
"retreated,",0,0,0,0,0,1
retreated.,1,0,0,0,0,0
retreating,1,0,0,0,0,0
"retreating,",0,0,0,0,0,1
retreating.,1,0,0,0,0,0
retreats,0,0,0,0,0,1
"retreats,",0,0,0,0,0,1
retribution,0,1,0,0,0,1
retrieve,0,1,0,0,1,1
retrieved,0,0,0,0,0,1
return,1,1,1,1,1,1
"return,",0,0,1,0,1,1
return.,0,0,0,0,0,1
return.”,1,0,0,0,0,0
return;,0,0,0,0,0,1
return?,0,0,0,0,1,0
returned,1,0,1,0,1,1
"returned,",1,0,1,0,0,1
returned.,1,0,1,0,0,0
returned;,0,0,0,0,0,1
returning,1,0,1,0,1,1
"returning,",0,0,0,0,0,1
returning;,1,0,0,0,0,0
returns,1,0,0,0,1,1
"returns,",0,0,0,0,1,1
returns.,1,1,1,1,1,1
reunited,0,0,0,0,0,1
reveal,1,1,0,0,1,1
revealed,1,1,1,0,0,1
revel,1,0,0,0,0,1
revelation,0,0,0,0,1,0
revelation.,1,0,0,0,0,0
revelations,0,0,0,0,0,1
revelled,0,0,1,0,0,0
revellers,0,0,1,0,0,0
revenge,0,1,0,0,0,1
"revenge,",1,0,0,0,0,1
revenged,0,0,0,0,0,1
revenue,0,0,0,0,1,1
"revenue,",0,0,0,0,1,0
revenue.,0,0,0,0,0,1
revenues,0,0,0,0,0,1
"revenues,",0,0,0,0,0,1
revere,1,0,0,0,0,0
revered,1,0,0,0,0,1
"revered,",0,0,1,0,0,0
reverence,1,0,0,0,0,1
reverence.,0,0,0,0,0,1
reverently,0,0,1,0,0,0
reverently:,1,0,0,0,0,0
reverse,0,0,0,0,1,1
reversed,1,0,0,0,1,0
"reversed,",0,0,1,0,1,0
reversed?,1,0,0,0,0,0
"reverses,",0,0,0,0,0,1
revert,0,0,0,0,1,1
reverted,0,0,0,0,1,0
reverting,0,0,0,0,1,0
review,0,0,0,0,0,1
reviewing,0,0,0,0,1,1
revising,0,0,0,0,1,0
revival,0,0,0,0,1,0
revive,0,0,0,0,1,1
revived,1,0,0,0,1,1
"revived),[620]",0,0,0,0,1,0
"revived,",0,0,0,0,0,1
revived.,0,0,0,0,1,1
reviving,0,0,0,0,0,1
revoked,0,0,0,0,0,1
revolt,0,0,0,0,1,1
"revolt,",0,0,0,0,1,1
revolt.,1,0,0,0,1,1
revolted,0,0,0,0,0,1
"revolted,",0,0,0,0,0,1
revolts,0,0,0,0,0,1
revolution,0,0,0,0,1,1
"revolution,",0,0,0,0,1,0
revolution.,0,0,0,0,1,0
revolutionary,0,0,0,0,0,1
revolutionized,0,0,0,0,1,0
revolutionized.,0,0,0,0,1,0
revolve,0,0,0,0,0,1
revolving,0,0,1,0,1,0
revulsion,0,0,0,0,0,1
reward,1,0,0,0,1,1
"reward,",0,0,0,0,0,1
reward.,0,0,0,0,0,1
reward;,0,0,0,0,1,0
rewarded,0,0,0,0,1,1
"rewarded,",0,0,0,0,0,1
rewarding,0,0,0,0,0,1
rewards,0,0,0,0,0,1
"rewards,",0,0,0,1,0,1
rewards.,0,0,0,0,0,1
rhetoric,0,0,0,0,0,1
"rhetoric,",0,0,0,0,0,1
rhetoric.,0,0,0,0,0,1
rhetorical,0,0,0,0,0,1
rhetorical.,0,0,0,0,0,1
rhetorician.,0,0,0,0,0,1
"rhetoricians,",0,0,0,0,0,1
rheumatic,1,0,0,0,0,0
rheumatism,1,0,0,0,0,0
"rheumatism,",1,0,0,0,0,0
"rheums,",0,0,0,0,1,0
rhinoceros,0,0,1,0,0,1
rhinoceros’,1,0,0,0,0,0
rhythm,0,0,0,0,0,1
rib,0,0,0,0,1,0
"rib,",0,0,0,0,1,0
ribald,0,0,0,0,1,0
ribbon,1,0,0,0,0,0
"ribbons,",0,0,1,0,0,0
ribbons;,0,0,1,0,0,0
ribs,0,0,0,0,1,0
rich,1,1,1,0,1,1
"rich,",1,0,1,0,1,1
rich.,0,0,1,1,0,0
richer,0,0,0,0,1,1
"richer,",0,0,0,0,0,1
richer.[318],0,0,0,0,1,0
richer;,0,0,1,0,0,0
riches,0,0,0,0,1,1
richest,0,0,0,0,0,1
richly,0,0,0,0,1,0
"rick,",0,0,0,0,1,0
rickety,0,0,0,0,1,0
"rickety,",0,0,0,0,1,0
ricks,0,0,0,0,1,0
rid,1,1,0,1,1,1
riddance!”,1,0,0,0,0,0
riddle,0,1,0,0,0,0
riddles,0,0,1,0,0,0
ride,0,0,0,0,1,0
ride.],0,0,0,0,0,1
ridge,1,0,0,0,1,1
"ridge,",1,0,0,0,1,0
"ridged,",0,0,0,0,1,0
ridges,0,0,0,0,1,0
"ridges),",0,0,0,0,1,0
"ridges,",0,0,0,0,1,0
ridiculed,0,0,0,0,0,1
ridiculous,1,1,1,0,0,0
"ridiculous,”",1,0,0,0,0,0
ridiculous.,1,0,0,0,0,0
ridiculously,1,0,0,0,1,0
ridiculously.”,1,0,0,0,0,0
riding,1,0,0,0,1,0
rie,0,0,0,0,1,0
"rife,",0,0,0,0,1,0
rife.,0,0,0,0,1,0
rifle,0,0,0,0,1,0
rifts,0,0,0,0,1,0
right,1,1,1,1,1,1
right).,0,0,0,0,1,0
"right,",1,1,1,0,1,1
"right,”",1,0,0,0,0,0
right-hand,0,1,0,0,0,1
right.,1,1,1,0,1,0
right.]_,0,1,0,0,0,0
right.”,1,0,0,0,0,0
right:,1,0,0,0,0,0
right;,1,0,0,0,0,0
right?,1,0,0,0,0,0
right]_.,0,1,0,0,0,0
righteous,0,0,0,0,0,1
righting,0,0,0,0,0,1
rightly,0,0,0,0,1,0
"rightly,",1,0,0,0,0,0
rightly.,1,0,0,0,0,0
rights,1,0,0,0,1,1
"rights,",0,0,0,0,1,1
rights.,0,0,0,0,1,1
rights;,0,0,0,0,1,1
right—all,1,0,0,0,0,0
right—like,0,1,0,0,0,0
right—the,1,0,0,0,0,0
right—worn,1,0,0,0,0,0
right’,1,0,0,0,0,0
right”—for,1,0,0,0,0,0
rigid,0,0,1,0,0,0
"rigid,",0,0,1,0,0,0
rigidly,0,0,0,0,1,0
rigorous,0,0,0,0,0,1
rime,0,0,1,0,0,0
rind,0,0,0,0,1,0
"rinderpest,",0,0,0,0,1,0
ring,1,1,1,0,1,1
ring.,1,1,0,0,0,0
ringing,1,0,1,0,0,0
ringleader,0,0,0,0,0,1
ringleaders,0,0,0,0,0,1
"ringleaders,",0,0,0,0,0,1
rings,0,1,1,0,0,0
"rings,",1,0,0,0,0,0
rings.]_,0,1,0,0,0,0
riot,0,0,0,0,1,0
"riot,",0,0,0,0,0,1
rioters,0,0,0,0,1,0
rioting,1,0,0,0,0,0
riots,0,0,0,0,1,1
"riots,",0,0,0,0,1,0
riots;,0,0,0,0,1,0
ripe,0,0,1,0,1,1
"ripe,",0,0,0,0,1,0
ripe;,0,0,0,0,1,0
"ripen,",0,0,0,0,1,0
ripened,0,0,0,0,0,1
ripening,0,0,0,0,1,0
ripping.”,1,0,0,0,0,0
ripples,1,0,0,0,0,0
rise,1,0,0,0,1,1
"rise,",1,0,0,0,0,0
rise.,0,0,0,0,1,0
rise;,0,0,0,0,0,1
risen,0,0,0,0,1,1
"rises,",0,0,0,0,1,0
rises.]_,0,1,0,0,0,0
rising,1,1,1,0,1,1
"rising,",0,0,0,0,1,0
rising.,0,0,0,0,1,0
risk,1,1,0,0,1,1
"risk,",1,0,0,0,0,0
risk.,0,0,0,0,0,1
"risks,",0,0,0,0,0,1
risky;,0,0,0,0,1,0
risque,0,0,0,0,1,0
rite,0,0,0,0,0,1
rites,0,0,0,0,0,1
rites.,0,0,0,0,0,1
"ritual,",1,0,0,0,0,0
rival,1,0,0,0,0,1
"rival,",0,0,0,0,0,1
rival.,0,0,0,0,0,1
rivalry,0,0,0,0,1,1
"rivalry,",0,0,0,0,0,1
rivals,0,0,0,0,0,1
"rivals--Hortensius,",0,0,0,0,0,1
rivals.,0,0,0,0,1,0
river,1,0,0,0,1,1
"river,",1,0,0,0,1,1
"river-weed,",0,0,0,0,1,0
river.,1,0,1,0,0,1
river;,0,0,0,0,0,1
rivers,0,0,0,0,0,1
"rivers,",1,0,0,0,0,0
"river—Oh,",1,0,0,0,0,0
rivulet,1,0,0,0,0,0
"rivulet,",0,0,0,0,0,1
rivulets,1,0,0,0,0,0
road,1,1,1,0,1,1
"road,",1,0,1,0,1,1
road.,1,0,0,0,1,1
road.”,1,0,0,0,0,0
road;,1,0,0,0,1,0
road?,1,0,0,0,0,0
roads,1,0,0,0,1,1
"roads,",0,0,0,1,1,1
roads.,0,0,0,0,1,1
roadside,0,0,0,0,1,0
"roadside,",0,0,0,0,1,0
roamed,0,0,0,0,1,0
roan,0,0,0,0,1,0
roar,1,0,1,0,0,0
roar.,1,0,0,0,0,0
roared,1,0,1,0,0,0
"roared,",1,0,1,0,0,0
roaring,1,0,1,0,0,0
roast,0,0,0,0,1,0
roasted,0,0,0,1,1,0
"roasted,",0,0,0,1,0,0
roasting,0,0,0,1,0,0
rob,0,0,0,0,0,1
robbed,1,0,0,0,1,1
"robbed,",0,0,0,0,1,0
"robber,",0,0,0,0,0,1
robber.,0,0,0,0,1,0
robbers,0,0,0,0,0,1
"robbers,",0,0,0,0,0,1
robbery,0,0,0,0,1,1
robbery.,0,0,0,0,0,1
robberye,0,0,0,0,1,0
robbing,1,0,0,0,0,0
robe,0,0,1,0,0,1
"robe!""",0,0,1,0,0,0
"robe,",0,0,1,0,0,1
robe.,0,0,0,0,0,1
robe;,0,0,1,0,0,1
robes,0,0,0,0,0,1
"robes,",0,0,0,0,0,1
robust,1,0,0,0,0,0
"robust,",0,0,0,0,0,1
rock;,1,0,0,0,0,0
rocking-chair,0,1,0,0,0,0
"rocking-chair,",0,1,0,0,0,0
rocking-chair.,0,1,0,0,0,0
rocking-chair;,0,1,0,0,0,0
rocks,0,0,0,0,0,1
"rocks,",0,0,1,0,0,0
rocky,0,0,0,0,0,1
rod,0,0,0,0,1,0
"rod,",0,0,1,0,1,0
rode,0,0,0,0,1,1
rods,0,0,0,0,1,1
"rods,",0,0,0,0,1,0
"rogatio,",0,0,0,0,0,1
rogation,0,0,0,0,0,1
rogations,0,0,0,0,0,1
"rogue,",0,1,0,0,0,0
rogues,0,0,0,0,1,0
roguish:,1,0,0,0,0,0
"role,",1,0,0,0,0,0
roll,0,0,1,0,1,0
"roll,",0,0,0,0,1,0
rolled,1,0,1,0,0,0
rolled.,0,0,0,0,1,0
roller,0,0,1,0,1,0
rollers,0,0,0,0,1,0
"rollers,",0,0,0,0,1,0
rolling,0,0,1,0,1,0
rolls,0,0,0,0,1,0
rolls.,0,0,0,0,1,0
"rom,",0,0,0,0,1,0
romance,1,0,0,0,0,1
romance?,1,0,0,0,0,0
romantic,0,0,0,0,0,1
romp,0,1,0,0,0,0
rood,0,0,0,0,1,0
"rood,",0,0,0,0,1,0
"roods,",0,0,0,0,1,0
roof,0,0,1,0,1,1
"roof,",1,0,1,0,0,0
roof.,0,0,0,0,0,1
"roofs,",0,0,1,0,0,0
rooks,0,0,0,0,1,0
room,1,1,1,0,1,1
"room,",1,1,1,0,1,1
room.,1,1,1,0,1,1
room.]_,0,1,0,0,0,0
room.”,1,0,0,0,0,0
room;,1,1,1,0,0,0
room?,1,1,0,0,0,0
room?”,1,0,0,0,0,0
room]_.,0,1,0,0,0,0
rooms,1,0,1,0,1,0
rooms!,1,0,0,0,0,0
"rooms,",1,0,1,0,1,0
"rooms,”",1,0,0,0,0,0
rooms.,1,1,0,0,1,0
rooms.',0,0,0,0,1,0
rooms.[43],0,0,0,0,1,0
rooms.”,1,0,0,0,0,0
"roomy,",0,0,0,0,1,0
room—something,1,0,0,0,0,0
roost.,0,0,0,0,1,0
root,0,0,0,0,1,1
"root,",0,0,1,0,1,0
"root,'",0,0,0,0,1,0
rooted,1,1,0,0,1,0
rootes,0,0,0,0,1,0
"rootes,",0,0,0,0,1,0
roots,0,0,0,0,1,0
"roots,",0,0,0,0,1,0
"roots.""",0,0,0,0,0,1
rope,0,0,0,0,0,1
"ropers,",0,0,0,0,1,0
ropes.,0,0,0,0,0,1
rose,1,0,1,0,1,1
"rose,",1,0,0,0,1,1
rose.,0,0,1,0,1,0
rose:,0,0,1,0,0,0
roses,0,0,0,0,1,0
roses--blushed.,0,0,1,0,0,0
roses.,0,1,0,0,0,0
"rosin,",0,0,0,0,1,0
rostra,0,0,0,0,0,1
"rostra,",0,0,0,0,0,1
rostra.,0,0,0,0,0,1
rot,0,0,0,0,1,0
"rot,",0,0,0,0,1,0
"rot,[667]",0,0,0,0,1,0
rot.,0,0,0,0,1,0
rotary,0,0,0,0,1,0
rotated,1,0,0,0,0,0
rotation,0,0,0,0,1,1
"rotation,",0,0,0,0,1,0
rotations,0,0,0,0,1,0
rotted,0,0,0,0,1,0
rotten,0,0,0,0,1,0
"rotten,",1,0,0,0,1,0
rotten.,1,0,0,0,0,0
rotting,0,1,0,0,0,0
"rotting,",0,0,0,1,0,0
rough,1,0,1,0,1,0
"rough,",0,0,1,0,0,0
roughened,1,0,0,0,0,0
roughly,0,0,0,0,1,0
roughness,0,0,0,0,1,0
round,1,1,1,1,1,1
"round,",1,1,1,0,1,1
"round,”",1,0,0,0,0,0
round--apart,0,0,1,0,0,0
round.,1,0,1,0,1,0
round.[248],0,0,0,0,1,0
round.]_,0,1,0,0,0,0
round:,0,0,0,0,1,0
round;,0,0,1,0,0,0
round?,1,0,0,0,0,0
round?”,1,0,0,0,0,0
rouse,1,0,0,0,0,1
roused,1,0,1,0,1,1
rousing,0,0,0,0,0,1
rout,1,0,0,0,0,0
rout;,0,0,0,0,0,1
route,0,0,0,0,1,1
"route,",0,0,0,0,0,1
routed,0,0,0,0,0,1
"routed,",0,0,0,0,0,1
routed.,0,0,0,0,0,1
routes,0,0,0,0,1,0
routes:,0,0,0,0,0,1
routs,0,0,0,0,1,0
roved,0,0,1,0,0,0
roving,0,0,0,0,1,1
row,1,0,0,0,0,0
row.,1,0,0,0,0,0
row.”,1,0,0,0,0,0
rowed,0,0,0,0,0,1
rowers,0,0,0,0,0,1
rowers.,0,0,0,0,0,1
rows,1,0,0,0,1,0
"rows,",0,0,0,0,1,0
rows.,0,0,0,0,1,0
royal,0,0,0,0,1,1
royalties,1,1,1,1,1,1
royalties.,1,1,1,1,1,1
royalty,1,1,1,1,1,1
"royalty,",0,0,0,0,0,1
rub,0,0,1,0,0,0
rubbed,1,0,1,0,0,0
rubbing,0,1,1,0,1,0
"rubbing,",0,0,0,0,1,0
rubbish,1,0,0,0,1,0
rubbish!,1,1,0,0,0,0
rubbish!”,1,0,0,0,0,0
"rubbish,",1,0,0,0,0,0
rubbish;,0,0,0,0,1,0
rubbish—it,1,0,0,0,0,0
rubies—an,1,0,0,0,0,0
rudder,0,0,0,0,0,1
ruddy,1,0,1,0,0,0
"ruddy,",0,0,1,0,0,0
rude,1,0,1,0,1,1
"rude,",1,0,1,0,0,0
rude.,0,0,0,0,1,0
rudeness,0,0,0,0,1,1
rudeness?”,1,0,0,0,0,0
rudest,0,0,0,0,1,0
rudiments,0,0,0,1,0,0
ruffians,0,0,0,0,0,1
"ruffians,",0,0,0,0,0,1
ruffians;,0,0,0,0,0,1
"rug,",1,0,0,0,0,0
rugged,0,0,0,0,0,1
"rugged,",1,0,0,0,0,0
ruin,0,1,1,0,1,1
"ruin,",0,0,0,0,0,1
"ruin,""",0,0,0,0,0,1
ruin.,0,0,0,0,1,1
ruined,1,1,0,0,1,1
ruined!”,1,0,0,0,0,0
"ruined,",1,0,0,0,0,0
ruined.,0,0,0,0,1,0
"ruined?""",0,0,1,0,0,0
ruining,1,0,0,0,0,0
ruinous,0,0,0,0,1,0
ruins,0,0,0,0,1,1
ruins.,0,0,0,0,0,1
rule,0,0,0,0,1,1
"rule,",0,0,0,0,1,1
rule.'[4],0,0,0,0,1,0
rule;,0,0,0,0,1,0
ruled,0,0,0,0,1,1
ruled--too,0,0,0,0,0,1
ruler,0,0,1,0,0,1
"ruler,",0,0,0,0,0,1
ruler.,0,0,1,0,0,1
ruler;,0,0,0,0,0,1
rulers,0,0,0,0,0,1
rulers.,0,0,0,0,0,1
rules,0,1,0,0,0,1
"rules,",1,1,1,1,1,1
"rules,”",1,0,0,0,0,0
ruling,0,0,0,0,0,1
rumor,0,0,0,0,0,1
rumored,0,0,0,0,0,1
rumors,0,0,0,0,0,1
rump,0,0,0,0,1,0
run,1,1,1,0,1,1
"run,",0,0,0,0,1,0
run.”,1,0,0,0,0,0
run;,0,0,0,0,0,1
runaway,0,0,0,0,0,1
running,1,0,1,0,1,1
runs,1,1,0,0,1,1
runs:,1,0,0,0,0,0
"runts,",0,0,0,0,1,0
run—a,1,0,0,0,0,0
rupture,0,0,0,0,0,1
rural,1,0,0,0,1,1
ruse,1,0,0,0,0,0
rush,1,1,1,0,0,0
rushed,1,0,0,0,0,1
rushes.[137],0,0,0,0,1,0
rushes;,0,0,0,0,1,0
rushing,1,0,0,0,1,0
russet,1,0,0,0,1,0
"russet,",1,0,0,0,0,0
rust-coloured,0,0,0,0,1,0
rust.,0,0,1,0,0,0
rustic,1,0,0,0,0,0
"rustlings,",0,0,1,0,0,0
rusty,0,0,1,0,0,0
ruthless,0,0,0,0,1,0
ruthlessly.,0,0,1,0,0,0
ruts,0,0,0,0,1,0
rych,0,0,0,0,1,0
rye,0,0,0,0,1,0
"rye,",0,0,0,0,1,0
rye-grass,0,0,0,0,1,0
"rye-grass,",0,0,0,0,1,0
rye;,0,0,0,0,1,0
s.,0,0,0,0,1,0
s.v.,0,0,0,0,1,0
s/he,1,1,1,1,1,1
sack,0,0,0,0,1,1
"sack,",0,0,0,0,1,0
sack.,0,0,0,0,1,0
sack;,0,0,0,0,1,0
sacked,0,0,0,0,0,1
sacks,0,0,0,0,1,1
"sacks),",0,0,0,0,1,0
"sacks,",0,0,0,0,1,0
sacred,1,1,1,0,1,1
"sacred,",0,0,0,0,0,1
"sacred,""",0,0,0,0,0,1
sacred.,0,1,0,0,0,0
sacred;,0,0,0,0,0,1
sacrifice,0,1,0,0,1,1
sacrificed,0,0,0,0,1,1
sacrificed.,0,0,0,0,0,1
sacrifices,0,0,0,0,0,1
"sacrifices,",0,0,0,0,0,1
sacrifices.,0,0,0,0,0,1
sacrificing,0,0,0,1,0,1
sacrilege,1,0,0,0,0,1
sad,1,1,1,0,1,0
"sad,",1,0,0,0,0,1
saddened,1,0,0,0,0,0
"saddened,",1,0,0,0,0,0
saddest,1,1,0,0,0,0
saddle,1,0,0,0,1,0
saddle-horse,0,0,0,0,1,0
sadly,0,1,0,0,1,0
"sadly,",0,0,0,0,0,1
sadness,1,0,0,0,0,1
safe,1,1,1,0,1,1
"safe,",0,0,0,0,0,1
safe-conduct,0,0,0,0,0,1
"safe-conduct,",0,0,0,0,0,1
safe.,1,0,0,0,0,0
safe.”,1,0,0,0,0,0
safe;,0,0,0,0,0,1
safeguard,0,0,0,0,1,0
safely,0,0,0,0,1,1
safer,1,0,0,0,0,0
safety,1,0,0,0,0,1
"safety,",0,0,0,0,0,1
safety.,0,0,0,0,0,1
safety.”,1,0,0,0,0,0
safety;,0,0,0,0,0,1
saffron,0,0,0,0,1,0
"saffron,",0,0,0,0,1,0
sage,0,0,1,0,0,0
said,1,1,1,0,1,1
"said,",1,1,1,1,1,1
"said,[621]",0,0,0,0,1,0
said.,1,0,1,0,0,0
said:,1,0,0,0,0,0
said;,1,0,0,0,0,0
said[659],0,0,0,0,1,0
said—it,1,0,0,0,0,0
"said—oh,",1,0,0,0,0,0
sail,0,0,0,0,0,1
sail.,0,0,0,0,0,1
sailed,0,0,0,0,0,1
sailing,0,0,1,0,0,1
sailor-hats,1,0,0,0,0,0
sailors,0,0,0,0,1,1
"sailors,",0,0,0,0,1,0
sails,0,0,0,0,0,1
"sails,",0,0,0,0,0,1
sainfoin,0,0,0,0,1,0
"sainfoin,",0,0,0,0,1,0
saint,1,0,0,0,0,0
"saint,",1,0,0,0,0,0
saints,1,0,0,0,0,1
"saints,",1,0,0,0,0,0
saints.,1,0,0,0,0,0
saints?”,1,0,0,0,0,0
sake,1,1,1,0,1,1
sake!,0,1,0,0,0,0
"sake,",1,1,1,0,0,1
sake.,1,1,0,0,0,0
sake.”,1,0,0,0,0,0
sake?,1,0,0,0,0,0
sake—for,0,1,0,0,0,0
salad,0,0,0,0,1,0
salad.,1,0,0,0,0,0
salary,0,1,0,0,1,1
"salary!""",0,0,1,0,0,0
"salary,",0,0,1,0,0,0
sale,0,0,1,1,1,1
sale'.,0,0,0,0,1,0
"sale,",0,0,0,0,1,1
sale.,0,0,0,0,0,1
sale;,0,0,0,0,1,0
saleable,0,0,0,1,0,0
saline,0,0,0,0,1,0
sallied,0,0,1,0,0,0
sally,0,0,0,0,0,1
sallying,0,0,0,0,0,1
salt,0,0,0,0,1,0
"salt,",0,0,0,1,1,1
salt--an,0,0,0,0,1,0
"salt-house,",0,0,0,0,1,0
salted,0,0,0,0,1,0
salts,0,0,0,0,1,0
salutation,1,0,0,0,0,0
salutation.,1,0,0,0,0,0
saluted,1,0,0,0,0,1
salvation,0,0,0,0,1,0
salvation.”,1,0,0,0,0,0
salvos,1,0,0,0,0,0
same,1,1,1,1,1,1
"same,",1,0,1,0,1,0
same.,1,1,1,0,1,1
same.',0,0,0,0,1,0
"same.--Smyth,",0,0,0,0,1,0
same.[142],0,0,0,0,1,0
same.”,1,0,0,0,0,0
same:,0,0,0,0,0,1
same;,1,0,0,0,1,0
same?”,1,0,0,0,0,0
sample;,0,0,0,0,1,0
samples,0,0,0,0,1,0
samples.,0,0,0,0,1,0
sanction,0,0,0,0,0,1
"sanction,",1,0,0,0,1,0
sanctity,0,0,0,0,1,1
sanctuary,0,0,0,0,0,1
"sanctuary,",0,0,0,0,0,1
"sanctum,",1,0,0,0,0,0
"sand,",0,0,0,0,1,1
sand-glass.,0,0,0,0,1,0
sanded,1,0,0,0,0,0
sandy,1,0,0,0,1,1
sang,1,0,1,0,0,0
sang).,1,0,0,0,0,0
"sang,",1,0,0,0,0,1
sanguinary,0,0,0,0,0,1
"sanguinary,",0,0,0,0,0,1
sanitary,0,0,0,0,1,0
"sanity,",1,0,0,0,0,0
sank,1,0,1,0,1,1
sap,0,0,0,0,1,0
sarcasms,0,0,0,0,0,1
sarcling,0,0,0,0,1,0
sat,1,1,1,0,1,1
sat!,0,0,1,0,0,0
"sat,",1,0,1,0,0,0
sat.,1,0,0,0,0,0
satellites,0,0,0,0,0,1
satire,0,0,0,0,0,1
"satire,",0,0,0,0,0,1
satires,0,0,0,0,0,1
"satires,",0,0,0,0,0,1
satirical,0,0,0,0,0,1
satirists.,0,0,0,0,0,1
satirizes,0,0,0,0,0,1
satisfaction,1,1,1,0,1,1
"satisfaction,",1,0,0,0,0,1
satisfaction.,0,0,0,0,0,1
satisfaction—which,1,0,0,0,0,0
satisfactory,0,0,0,0,1,1
"satisfactory,",0,0,1,0,0,0
satisfactory.,1,0,1,0,0,0
satisfied,0,1,0,0,0,1
"satisfied,",1,0,1,0,1,0
satisfied.,0,0,1,0,1,1
satisfy,1,0,0,0,0,1
satisfying,0,0,0,0,0,1
"satisfying,",0,1,0,0,0,0
satrapy,0,0,0,0,0,1
saturam,0,0,0,0,0,1
saturated,0,0,0,0,1,0
satyrs,1,0,0,0,0,0
saucepan,0,0,1,0,0,0
saucepan),0,0,1,0,0,0
saucepan-lid,0,0,1,0,0,0
"saucers,",1,0,0,0,0,0
sauntered,1,0,0,0,0,0
"sausages,",0,0,1,0,0,0
savage,0,0,1,1,0,1
savages,0,0,0,0,0,1
"savages,",0,0,0,1,0,0
save,1,1,1,0,1,1
saved,1,1,0,0,1,1
saved!,0,1,0,0,0,0
"saved,",0,1,0,0,0,1
saved.--_Transactions,0,0,0,0,1,0
saved;,0,0,0,0,0,1
saved—and,0,1,0,0,0,0
saver,0,0,0,0,1,0
saves,0,0,0,0,0,1
saving,0,0,0,0,1,1
savings,0,0,0,0,1,1
savior,0,0,0,0,0,1
savour,0,0,1,0,0,0
savours,0,0,0,0,1,0
saw,1,1,1,0,1,1
"saw,",1,0,1,0,1,1
saw.,1,0,0,0,0,1
saw;,0,0,1,0,0,0
say,1,1,1,0,1,1
say!,0,1,1,0,0,0
say!--if,0,0,1,0,0,0
say!”,1,0,0,0,0,0
"say,",1,1,1,0,1,1
"say,""",0,0,1,0,0,0
say.,1,1,1,0,0,0
"say.""",0,0,1,0,0,1
say.”,1,0,0,0,0,0
say:,1,1,0,0,0,0
say?,1,1,0,0,0,0
say?”,1,0,0,0,0,0
saying,1,1,1,0,1,1
"saying,",1,1,0,0,0,1
saying.,1,1,0,0,0,0
saying:,1,0,0,0,0,0
saying?,0,1,0,0,0,0
sayings.,0,0,0,0,0,1
says,1,1,0,0,1,1
says!,0,1,0,0,0,0
"says,",1,0,0,0,1,0
"says,[161]",0,0,0,0,1,0
says.,1,1,0,0,0,0
